ID,date,flight,port1,port2,time1,time2,cID,ctype,pas,seats,wt
102315158,2018-02-28  00:00:00,3U8437,AIRPORT_290,AIRPORT_248,2018-02-28  09:34:00,2018-02-28  11:51:00,AC_58,TYPE_A,119,132,1
102332307,2018-02-28  00:00:00,3U8632,AIRPORT_107,AIRPORT_57,2018-02-28  09:40:00,2018-02-28  12:18:00,AC_158,TYPE_D,249,274,5
102360620,2018-02-28  00:00:00,3U8842,AIRPORT_269,AIRPORT_57,2018-02-28  09:46:00,2018-02-28  13:03:00,AC_124,TYPE_B,161,164,1
102397287,2018-02-28  00:00:00,3U8131,AIRPORT_290,AIRPORT_158,2018-02-28  09:46:00,2018-02-28  11:17:00,AC_98,TYPE_B,156,164,1
102333027,2018-02-28  00:00:00,3U8689,AIRPORT_258,AIRPORT_119,2018-02-28  09:46:00,2018-02-28  11:33:00,AC_13,TYPE_B,132,164,1
102321270,2018-02-28  00:00:00,3U8533,AIRPORT_167,AIRPORT_184,2018-02-28  09:48:00,2018-02-28  11:00:00,AC_81,TYPE_A,122,132,1
102362124,2018-02-28  00:00:00,3U8863,AIRPORT_290,AIRPORT_45,2018-02-28  09:54:00,2018-02-28  12:35:00,AC_149,TYPE_B,161,164,1
102380862,2018-02-28  00:00:00,3U8907,AIRPORT_108,AIRPORT_281,2018-02-28  09:59:00,2018-02-28  11:14:00,AC_84,TYPE_A,127,132,1
102396727,2018-02-28  00:00:00,3U8260,AIRPORT_250,AIRPORT_57,2018-02-28  09:59:00,2018-02-28  12:37:00,AC_154,TYPE_B,119,158,1
102361460,2018-02-28  00:00:00,3U8849,AIRPORT_268,AIRPORT_228,2018-02-28  10:03:00,2018-02-28  11:36:00,AC_72,TYPE_C,192,194,1
102339755,2018-02-28  00:00:00,3U8241,AIRPORT_145,AIRPORT_281,2018-02-28  10:03:00,2018-02-28  11:02:00,AC_80,TYPE_A,126,132,1
102392548,2018-02-28  00:00:00,3U8984,AIRPORT_192,AIRPORT_50,2018-02-28  10:08:00,2018-02-28  12:32:00,AC_117,TYPE_C,187,194,1
102328174,2018-02-28  00:00:00,3U8599,AIRPORT_95,AIRPORT_171,2018-02-28  10:09:00,2018-02-28  12:11:00,AC_79,TYPE_A,130,132,1
102330065,2018-02-28  00:00:00,3U8654,AIRPORT_64,AIRPORT_57,2018-02-28  10:09:00,2018-02-28  10:54:00,AC_55,TYPE_A,116,132,1
102361078,2018-02-28  00:00:00,3U8857,AIRPORT_44,AIRPORT_45,2018-02-28  10:11:00,2018-02-28  12:32:00,AC_103,TYPE_C,179,194,1
102330131,2018-02-28  00:00:00,3U8622,AIRPORT_132,AIRPORT_150,2018-02-28  10:15:00,2018-02-28  11:01:00,AC_96,TYPE_B,129,164,1
102393298,2018-02-28  00:00:00,3U8997,AIRPORT_108,AIRPORT_86,2018-02-28  10:20:00,2018-02-28  11:30:00,AC_144,TYPE_C,188,189,1
102342560,2018-02-28  00:00:00,3U8738,AIRPORT_35,AIRPORT_57,2018-02-28  10:28:00,2018-02-28  12:33:00,AC_36,TYPE_C,188,194,1
102316734,2018-02-28  00:00:00,3U8508,AIRPORT_258,AIRPORT_50,2018-02-28  10:30:00,2018-02-28  12:30:00,AC_8,TYPE_C,186,194,1
102356087,2018-02-28  00:00:00,3U8325,AIRPORT_119,AIRPORT_59,2018-02-28  10:32:00,2018-02-28  13:11:00,AC_99,TYPE_B,147,164,1
102389473,2018-02-28  00:00:00,3U8985,AIRPORT_283,AIRPORT_198,2018-02-28  10:34:00,2018-02-28  11:38:00,AC_100,TYPE_B,154,164,1
102336180,2018-02-28  00:00:00,3U8702,AIRPORT_248,AIRPORT_57,2018-02-28  10:44:00,2018-02-28  12:48:00,AC_119,TYPE_B,163,164,1
102397420,2018-02-28  00:00:00,3U8054,AIRPORT_44,AIRPORT_150,2018-02-28  10:45:00,2018-02-28  13:04:00,AC_15,TYPE_B,140,164,1
102337430,2018-02-28  00:00:00,3U8220,AIRPORT_117,AIRPORT_283,2018-02-28  10:45:00,2018-02-28  11:31:00,AC_78,TYPE_A,115,132,1
102338731,2018-02-28  00:00:00,3U8209,AIRPORT_313,AIRPORT_269,2018-02-28  10:45:00,2018-02-28  13:32:00,AC_94,TYPE_B,162,164,1
102367523,2018-02-28  00:00:00,3U8765,AIRPORT_247,AIRPORT_192,2018-02-28  10:50:00,2018-02-28  13:15:00,AC_141,TYPE_C,185,189,1
102384824,2018-02-28  00:00:00,3U8953,AIRPORT_44,AIRPORT_269,2018-02-28  10:55:00,2018-02-28  14:47:00,AC_127,TYPE_B,147,164,1
102367192,2018-02-28  00:00:00,3U8774,AIRPORT_196,AIRPORT_57,2018-02-28  10:57:00,2018-02-28  12:39:00,AC_82,TYPE_A,127,132,1
102384935,2018-02-28  00:00:00,3U8950,AIRPORT_285,AIRPORT_50,2018-02-28  10:59:00,2018-02-28  13:05:00,AC_116,TYPE_C,190,194,1
102311648,2018-02-28  00:00:00,3U8866,AIRPORT_192,AIRPORT_150,2018-02-28  11:00:00,2018-02-28  13:53:00,AC_114,TYPE_B,150,164,1
102388232,2018-02-28  00:00:00,3U8932,AIRPORT_281,AIRPORT_57,2018-02-28  11:00:00,2018-02-28  13:41:00,AC_121,TYPE_C,181,194,1
102351247,2018-02-28  00:00:00,3U8019,AIRPORT_57,AIRPORT_108,2018-02-28  11:01:00,2018-02-28  12:25:00,AC_105,TYPE_C,193,194,2
102336301,2018-02-28  00:00:00,3U8694,AIRPORT_177,AIRPORT_57,2018-02-28  11:02:00,2018-02-28  12:32:00,AC_28,TYPE_A,92,132,1
102392733,2018-02-28  00:00:00,3U8992,AIRPORT_107,AIRPORT_57,2018-02-28  11:03:00,2018-02-28  13:46:00,AC_90,TYPE_C,190,194,5
102382858,2018-02-28  00:00:00,3U8918,AIRPORT_291,AIRPORT_150,2018-02-28  11:05:00,2018-02-28  13:38:00,AC_102,TYPE_B,142,164,1
102366674,2018-02-28  00:00:00,3U8825,AIRPORT_281,AIRPORT_119,2018-02-28  11:09:00,2018-02-28  14:09:00,AC_120,TYPE_B,161,164,1
102368719,2018-02-28  00:00:00,3U8759,AIRPORT_247,AIRPORT_50,2018-02-28  11:14:00,2018-02-28  13:09:00,AC_19,TYPE_B,161,164,1
102345902,2018-02-28  00:00:00,3U8207,AIRPORT_258,AIRPORT_242,2018-02-28  11:14:00,2018-02-28  13:28:00,AC_5,TYPE_B,124,164,1
102312766,2018-02-28  00:00:00,3U8370,AIRPORT_263,AIRPORT_57,2018-02-28  11:16:00,2018-02-28  13:45:00,AC_138,TYPE_C,170,189,1
102388088,2018-02-28  00:00:00,3U8960,AIRPORT_145,AIRPORT_50,2018-02-28  11:20:00,2018-02-28  12:52:00,AC_140,TYPE_C,147,189,1
102380255,2018-02-28  00:00:00,3U8896,AIRPORT_57,AIRPORT_289,2018-02-28  11:20:00,2018-02-28  12:14:00,AC_73,TYPE_B,157,164,2
102321902,2018-02-28  00:00:00,3U8541,AIRPORT_268,AIRPORT_247,2018-02-28  11:24:00,2018-02-28  14:32:00,AC_157,TYPE_C,171,189,1
102331167,2018-02-28  00:00:00,3U8658,AIRPORT_171,AIRPORT_57,2018-02-28  11:27:00,2018-02-28  13:14:00,AC_50,TYPE_D,231,301,1
102386347,2018-02-28  00:00:00,3U8929,AIRPORT_108,AIRPORT_228,2018-02-28  11:28:00,2018-02-28  14:41:00,AC_115,TYPE_B,163,164,1
102360131,2018-02-28  00:00:00,3U8847,AIRPORT_44,AIRPORT_119,2018-02-28  11:31:00,2018-02-28  13:59:00,AC_6,TYPE_B,145,164,1
102357028,2018-02-28  00:00:00,3U8316,AIRPORT_57,AIRPORT_88,2018-02-28  11:35:00,2018-02-28  13:17:00,AC_122,TYPE_B,159,164,2
102335308,2018-02-28  00:00:00,3U8710,AIRPORT_276,AIRPORT_150,2018-02-28  11:36:00,2018-02-28  13:02:00,AC_7,TYPE_B,153,164,1
102355563,2018-02-28  00:00:00,3U8255,AIRPORT_63,AIRPORT_135,2018-02-28  11:43:00,2018-02-28  14:14:00,AC_60,TYPE_A,132,134,1
102354211,2018-02-28  00:00:00,3U8353,AIRPORT_263,AIRPORT_145,2018-02-28  11:45:00,2018-02-28  13:48:00,AC_66,TYPE_B,120,164,1
102384018,2018-02-28  00:00:00,3U8948,AIRPORT_258,AIRPORT_150,2018-02-28  11:45:00,2018-02-28  14:34:00,AC_20,TYPE_B,139,164,1
102376635,2018-02-28  00:00:00,3U8885,AIRPORT_57,AIRPORT_206,2018-02-28  11:46:00,2018-02-28  14:08:00,AC_35,TYPE_C,142,194,2
102326197,2018-02-28  00:00:00,3U8604,AIRPORT_177,AIRPORT_290,2018-02-28  11:46:00,2018-02-28  14:05:00,AC_75,TYPE_A,70,132,1
102382318,2018-02-28  00:00:00,3U8924,AIRPORT_195,AIRPORT_57,2018-02-28  11:52:00,2018-02-28  14:09:00,AC_162,TYPE_C,191,194,1
102336714,2018-02-28  00:00:00,3U8703,AIRPORT_57,AIRPORT_248,2018-02-28  11:54:00,2018-02-28  13:52:00,AC_139,TYPE_C,170,189,2
102389063,2018-02-28  00:00:00,3U8962,AIRPORT_214,AIRPORT_57,2018-02-28  11:57:00,2018-02-28  14:51:00,AC_108,TYPE_C,180,194,5
102360014,2018-02-28  00:00:00,3U8854,AIRPORT_293,AIRPORT_150,2018-02-28  11:57:00,2018-02-28  14:37:00,AC_150,TYPE_C,172,189,1
102368774,2018-02-28  00:00:00,3U8775,AIRPORT_184,AIRPORT_171,2018-02-28  12:00:00,2018-02-28  14:09:00,AC_74,TYPE_A,128,132,1
102349679,2018-02-28  00:00:00,3U8169,AIRPORT_311,AIRPORT_129,2018-02-28  12:03:00,2018-02-28  13:18:00,AC_118,TYPE_B,151,164,1
102380107,2018-02-28  00:00:00,3U8913,AIRPORT_196,AIRPORT_226,2018-02-28  12:06:00,2018-02-28  14:07:00,AC_68,TYPE_B,131,164,1
102321834,2018-02-28  00:00:00,3U8533,AIRPORT_184,AIRPORT_195,2018-02-28  12:10:00,2018-02-28  14:20:00,AC_81,TYPE_A,130,132,1
102357100,2018-02-28  00:00:00,3U8358,AIRPORT_98,AIRPORT_263,2018-02-28  12:10:00,2018-02-28  15:35:00,AC_132,TYPE_B,160,164,1
102373545,2018-02-28  00:00:00,3U8782,AIRPORT_248,AIRPORT_50,2018-02-28  12:11:00,2018-02-28  14:05:00,AC_70,TYPE_B,151,164,1
102321457,2018-02-28  00:00:00,3U8567,AIRPORT_263,AIRPORT_311,2018-02-28  12:15:00,2018-02-28  14:20:00,AC_95,TYPE_C,183,194,1
102338247,2018-02-28  00:00:00,3U8221,AIRPORT_150,AIRPORT_196,2018-02-28  12:17:00,2018-02-28  13:16:00,AC_14,TYPE_B,157,164,1
102324781,2018-02-28  00:00:00,3U8583,AIRPORT_44,AIRPORT_184,2018-02-28  12:17:00,2018-02-28  13:48:00,AC_12,TYPE_B,152,164,1
102340047,2018-02-28  00:00:00,3U8242,AIRPORT_281,AIRPORT_145,2018-02-28  12:17:00,2018-02-28  13:28:00,AC_84,TYPE_A,110,132,1
102396494,2018-02-28  00:00:00,3U8901,AIRPORT_292,AIRPORT_171,2018-02-28  12:22:00,2018-02-28  14:18:00,AC_56,TYPE_A,128,132,1
102314607,2018-02-28  00:00:00,3U8422,AIRPORT_35,AIRPORT_107,2018-02-28  12:24:00,2018-02-28  13:55:00,AC_107,TYPE_B,161,164,1
102343031,2018-02-28  00:00:00,3U8725,AIRPORT_283,AIRPORT_196,2018-02-28  12:24:00,2018-02-28  14:19:00,AC_129,TYPE_C,181,189,1
102373745,2018-02-28  00:00:00,3U8799,AIRPORT_258,AIRPORT_45,2018-02-28  12:25:00,2018-02-28  14:25:00,AC_130,TYPE_C,183,189,1
102358411,2018-02-28  00:00:00,3U8839,AIRPORT_195,AIRPORT_119,2018-02-28  12:33:00,2018-02-28  15:11:00,AC_67,TYPE_B,162,164,1
102381407,2018-02-28  00:00:00,3U8908,AIRPORT_281,AIRPORT_108,2018-02-28  12:33:00,2018-02-28  13:52:00,AC_80,TYPE_A,107,132,1
102318172,2018-02-28  00:00:00,3U8512,AIRPORT_247,AIRPORT_295,2018-02-28  12:34:00,2018-02-28  14:54:00,AC_85,TYPE_A,127,132,1
102344926,2018-02-28  00:00:00,3U8729,AIRPORT_192,AIRPORT_98,2018-02-28  12:37:00,2018-02-28  15:17:00,AC_151,TYPE_C,144,189,1
102336872,2018-02-28  00:00:00,3U8695,AIRPORT_57,AIRPORT_171,2018-02-28  12:42:00,2018-02-28  14:40:00,AC_55,TYPE_A,130,132,2
102379420,2018-02-28  00:00:00,3U8878,AIRPORT_119,AIRPORT_126,2018-02-28  12:43:00,2018-02-28  15:39:00,AC_11,TYPE_B,159,164,1
102364752,2018-02-28  00:00:00,3U8818,AIRPORT_171,AIRPORT_167,2018-02-28  12:44:00,2018-02-28  14:22:00,AC_63,TYPE_A,95,132,1
102390326,2018-02-28  00:00:00,3U8986,AIRPORT_198,AIRPORT_283,2018-02-28  12:44:00,2018-02-28  14:01:00,AC_100,TYPE_B,141,164,1
102388661,2018-02-28  00:00:00,3U8972,AIRPORT_214,AIRPORT_50,2018-02-28  12:45:00,2018-02-28  15:03:00,AC_109,TYPE_C,178,194,5
102381869,2018-02-28  00:00:00,3U8900,AIRPORT_126,AIRPORT_159,2018-02-28  12:45:00,2018-02-28  14:53:00,AC_9,TYPE_B,142,164,1
102318490,2018-02-28  00:00:00,3U8517,AIRPORT_106,AIRPORT_158,2018-02-28  12:45:00,2018-02-28  14:33:00,AC_24,TYPE_C,191,194,1
102389631,2018-02-28  00:00:00,3U8963,AIRPORT_57,AIRPORT_214,2018-02-28  12:48:00,2018-02-28  15:12:00,AC_112,TYPE_C,191,194,2
102358098,2018-02-28  00:00:00,3U8318,AIRPORT_303,AIRPORT_44,2018-02-28  12:50:00,2018-02-28  15:47:00,AC_89,TYPE_C,180,194,1
102325449,2018-02-28  00:00:00,3U8595,AIRPORT_290,AIRPORT_26,2018-02-28  12:51:00,2018-02-28  14:57:00,AC_156,TYPE_C,157,189,1
102358278,2018-02-28  00:00:00,3U8850,AIRPORT_228,AIRPORT_268,2018-02-28  13:03:00,2018-02-28  14:44:00,AC_72,TYPE_C,189,194,1
102393510,2018-02-28  00:00:00,3U8998,AIRPORT_86,AIRPORT_108,2018-02-28  13:06:00,2018-02-28  14:29:00,AC_144,TYPE_C,188,189,1
102390615,2018-02-28  00:00:00,3U8977,AIRPORT_57,AIRPORT_261,2018-02-28  13:06:00,2018-02-28  16:00:00,AC_123,TYPE_B,105,164,2
102383222,2018-02-28  00:00:00,3U8905,AIRPORT_57,AIRPORT_306,2018-02-28  13:10:00,2018-02-28  15:35:00,AC_37,TYPE_B,149,164,2
102337699,2018-02-28  00:00:00,3U8220,AIRPORT_283,AIRPORT_50,2018-02-28  13:12:00,2018-02-28  14:29:00,AC_78,TYPE_A,120,132,1
102397297,2018-02-28  00:00:00,3U8131,AIRPORT_158,AIRPORT_281,2018-02-28  13:14:00,2018-02-28  15:17:00,AC_98,TYPE_B,156,164,1
102352107,2018-02-28  00:00:00,3U8085,AIRPORT_57,AIRPORT_197,2018-02-28  13:15:00,2018-02-28  17:19:00,AC_86,TYPE_D,185,245,2
102324595,2018-02-28  00:00:00,3U8600,AIRPORT_171,AIRPORT_95,2018-02-28  13:17:00,2018-02-28  15:02:00,AC_79,TYPE_A,108,132,1
102392066,2018-02-28  00:00:00,3U8967,AIRPORT_150,AIRPORT_50,2018-02-28  13:22:00,2018-02-28  14:39:00,AC_96,TYPE_B,159,164,1
102343410,2018-02-28  00:00:00,3U8733,AIRPORT_57,AIRPORT_35,2018-02-28  13:29:00,2018-02-28  15:32:00,AC_160,TYPE_C,189,194,2
102366300,2018-02-28  00:00:00,3U8831,AIRPORT_50,AIRPORT_206,2018-02-28  13:37:00,2018-02-28  15:48:00,AC_8,TYPE_C,189,194,1
102367611,2018-02-28  00:00:00,3U8745,AIRPORT_50,AIRPORT_35,2018-02-28  13:46:00,2018-02-28  15:34:00,AC_117,TYPE_C,193,194,1
102350855,2018-02-28  00:00:00,3U603,AIRPORT_57,AIRPORT_80,2018-02-28  13:50:00,2018-02-28  21:39:00,AC_51,TYPE_D,225,301,2
102314709,2018-02-28  00:00:00,3U8438,AIRPORT_248,AIRPORT_290,2018-02-28  13:53:00,2018-02-28  16:07:00,AC_58,TYPE_A,130,132,1
102377708,2018-02-28  00:00:00,3U8887,AIRPORT_57,AIRPORT_206,2018-02-28  13:53:00,2018-02-28  16:08:00,AC_87,TYPE_D,221,245,10
102319492,2018-02-28  00:00:00,3U8530,AIRPORT_150,AIRPORT_107,2018-02-28  13:55:00,2018-02-28  16:21:00,AC_143,TYPE_B,156,164,1
102379258,2018-02-28  00:00:00,3U8895,AIRPORT_289,AIRPORT_57,2018-02-28  13:55:00,2018-02-28  14:44:00,AC_73,TYPE_B,164,164,1
102374107,2018-02-28  00:00:00,3U8783,AIRPORT_50,AIRPORT_248,2018-02-28  14:01:00,2018-02-28  15:44:00,AC_140,TYPE_C,184,189,1
102373647,2018-02-28  00:00:00,3U8793,AIRPORT_35,AIRPORT_50,2018-02-28  14:05:00,2018-02-28  15:46:00,AC_16,TYPE_C,182,194,1
102366475,2018-02-28  00:00:00,3U8838,AIRPORT_286,AIRPORT_150,2018-02-28  14:13:00,2018-02-28  15:37:00,AC_142,TYPE_B,150,164,1
102385736,2018-02-28  00:00:00,3U8951,AIRPORT_50,AIRPORT_108,2018-02-28  14:14:00,2018-02-28  15:22:00,AC_116,TYPE_C,185,194,1
102328991,2018-02-28  00:00:00,3U8651,AIRPORT_57,AIRPORT_215,2018-02-28  14:14:00,2018-02-28  15:15:00,AC_82,TYPE_A,110,132,2
102376748,2018-02-28  00:00:00,3U8879,AIRPORT_290,AIRPORT_50,2018-02-28  14:14:00,2018-02-28  15:27:00,AC_69,TYPE_B,158,164,1
102351805,2018-02-28  00:00:00,3U8019,AIRPORT_108,AIRPORT_192,2018-02-28  14:15:00,2018-02-28  15:33:00,AC_105,TYPE_C,191,194,1
102354651,2018-02-28  00:00:00,3U8319,AIRPORT_57,AIRPORT_290,2018-02-28  14:19:00,2018-02-28  15:19:00,AC_28,TYPE_A,128,132,2
102397220,2018-02-28  00:00:00,3U8939,AIRPORT_57,AIRPORT_269,2018-02-28  14:21:00,2018-02-28  17:30:00,AC_154,TYPE_B,151,158,2
102345669,2018-02-28  00:00:00,3U8170,AIRPORT_129,AIRPORT_311,2018-02-28  14:22:00,2018-02-28  15:28:00,AC_118,TYPE_B,123,164,1
102345933,2018-02-28  00:00:00,3U8093,AIRPORT_57,AIRPORT_230,2018-02-28  14:23:00,2018-02-28  18:52:00,AC_119,TYPE_B,125,164,2
102367803,2018-02-28  00:00:00,3U8765,AIRPORT_192,AIRPORT_228,2018-02-28  14:23:00,2018-02-28  17:02:00,AC_141,TYPE_C,185,189,1
102357258,2018-02-28  00:00:00,3U8316,AIRPORT_88,AIRPORT_107,2018-02-28  14:24:00,2018-02-28  15:15:00,AC_122,TYPE_B,144,164,1
102369276,2018-02-28  00:00:00,3U8759,AIRPORT_50,AIRPORT_269,2018-02-28  14:31:00,2018-02-28  18:32:00,AC_19,TYPE_B,140,164,1
102362403,2018-02-28  00:00:00,3U8864,AIRPORT_45,AIRPORT_290,2018-02-28  14:34:00,2018-02-28  17:53:00,AC_149,TYPE_B,163,164,1
102332278,2018-02-28  00:00:00,3U8662,AIRPORT_150,AIRPORT_57,2018-02-28  14:46:00,2018-02-28  15:47:00,AC_7,TYPE_B,158,164,1
102340337,2018-02-28  00:00:00,3U8242,AIRPORT_145,AIRPORT_289,2018-02-28  14:53:00,2018-02-28  17:15:00,AC_84,TYPE_A,114,132,1
102364604,2018-02-28  00:00:00,3U8837,AIRPORT_150,AIRPORT_286,2018-02-28  14:55:00,2018-02-28  16:20:00,AC_102,TYPE_B,150,164,1
102363522,2018-02-28  00:00:00,3U8826,AIRPORT_119,AIRPORT_281,2018-02-28  15:01:00,2018-02-28  18:15:00,AC_113,TYPE_B,150,164,1
102381920,2018-02-28  00:00:00,3U8908,AIRPORT_108,AIRPORT_50,2018-02-28  15:06:00,2018-02-28  16:32:00,AC_80,TYPE_A,117,132,1
102338809,2018-02-28  00:00:00,3U8221,AIRPORT_196,AIRPORT_86,2018-02-28  15:06:00,2018-02-28  16:41:00,AC_14,TYPE_B,149,164,1
102380453,2018-02-28  00:00:00,3U8914,AIRPORT_226,AIRPORT_196,2018-02-28  15:07:00,2018-02-28  17:16:00,AC_68,TYPE_B,137,164,1
102346744,2018-02-28  00:00:00,3U8107,AIRPORT_150,AIRPORT_59,2018-02-28  15:07:00,2018-02-28  17:26:00,AC_15,TYPE_B,160,164,1
102322135,2018-02-28  00:00:00,3U8534,AIRPORT_195,AIRPORT_184,2018-02-28  15:10:00,2018-02-28  17:11:00,AC_81,TYPE_A,123,132,1
102327574,2018-02-28  00:00:00,3U8617,AIRPORT_57,AIRPORT_109,2018-02-28  15:10:00,2018-02-28  17:28:00,AC_121,TYPE_C,178,194,2
102354897,2018-02-28  00:00:00,3U8353,AIRPORT_145,AIRPORT_26,2018-02-28  15:13:00,2018-02-28  17:02:00,AC_66,TYPE_B,145,164,1
102365504,2018-02-28  00:00:00,3U8818,AIRPORT_167,AIRPORT_150,2018-02-28  15:13:00,2018-02-28  15:52:00,AC_63,TYPE_A,129,132,1
102355861,2018-02-28  00:00:00,3U8256,AIRPORT_135,AIRPORT_63,2018-02-28  15:15:00,2018-02-28  17:41:00,AC_60,TYPE_A,122,134,1
102337323,2018-02-28  00:00:00,3U8208,AIRPORT_242,AIRPORT_258,2018-02-28  15:15:00,2018-02-28  17:38:00,AC_5,TYPE_B,146,164,1
102325099,2018-02-28  00:00:00,3U8584,AIRPORT_184,AIRPORT_44,2018-02-28  15:15:00,2018-02-28  16:38:00,AC_12,TYPE_B,158,164,1
102344110,2018-02-28  00:00:00,3U8726,AIRPORT_196,AIRPORT_283,2018-02-28  15:23:00,2018-02-28  17:01:00,AC_129,TYPE_C,187,189,1
102361144,2018-02-28  00:00:00,3U8843,AIRPORT_57,AIRPORT_258,2018-02-28  15:25:00,2018-02-28  17:19:00,AC_138,TYPE_C,188,189,2
102333379,2018-02-28  00:00:00,3U8704,AIRPORT_248,AIRPORT_57,2018-02-28  15:25:00,2018-02-28  17:27:00,AC_139,TYPE_C,184,189,1
102369327,2018-02-28  00:00:00,3U8776,AIRPORT_171,AIRPORT_184,2018-02-28  15:29:00,2018-02-28  17:20:00,AC_74,TYPE_A,122,132,1
102332867,2018-02-28  00:00:00,3U8696,AIRPORT_171,AIRPORT_57,2018-02-28  15:34:00,2018-02-28  17:19:00,AC_56,TYPE_A,129,132,1
102395860,2018-02-28  00:00:00,3U8099,AIRPORT_57,AIRPORT_166,2018-02-28  15:35:00,2018-02-28  23:58:00,AC_50,TYPE_D,254,301,2
102322500,2018-02-28  00:00:00,3U8568,AIRPORT_311,AIRPORT_263,2018-02-28  15:37:00,2018-02-28  17:29:00,AC_95,TYPE_C,192,194,1
102358562,2018-02-28  00:00:00,3U8850,AIRPORT_268,AIRPORT_50,2018-02-28  15:40:00,2018-02-28  17:21:00,AC_72,TYPE_C,183,194,1
102393594,2018-02-28  00:00:00,3U8998,AIRPORT_108,AIRPORT_57,2018-02-28  15:41:00,2018-02-28  17:25:00,AC_144,TYPE_C,186,189,1
102360404,2018-02-28  00:00:00,3U8848,AIRPORT_119,AIRPORT_44,2018-02-28  15:41:00,2018-02-28  18:28:00,AC_6,TYPE_B,160,164,1
102388587,2018-02-28  00:00:00,3U8967,AIRPORT_50,AIRPORT_68,2018-02-28  15:44:00,2018-02-28  18:14:00,AC_96,TYPE_B,160,164,1
102396525,2018-02-28  00:00:00,3U8902,AIRPORT_171,AIRPORT_292,2018-02-28  15:45:00,2018-02-28  17:25:00,AC_55,TYPE_A,113,132,1
102386512,2018-02-28  00:00:00,3U8957,AIRPORT_150,AIRPORT_259,2018-02-28  15:46:00,2018-02-28  18:11:00,AC_114,TYPE_B,114,164,1
102381269,2018-02-28  00:00:00,3U8915,AIRPORT_57,AIRPORT_250,2018-02-28  15:47:00,2018-02-28  18:12:00,AC_90,TYPE_C,186,194,2
102318442,2018-02-28  00:00:00,3U8512,AIRPORT_295,AIRPORT_290,2018-02-28  15:47:00,2018-02-28  17:04:00,AC_85,TYPE_A,125,132,1
102322170,2018-02-28  00:00:00,3U8542,AIRPORT_247,AIRPORT_268,2018-02-28  15:52:00,2018-02-28  18:54:00,AC_157,TYPE_C,188,189,1
